Artist,Avg Tickets,Gross Sales,Territory,Agency,Location
Kasbo,421,"$6,596",Worldwide ex. UK/Europe,Creative Artists Agency (Music),Los Angeles
Kasey Chambers,258,"$8,218",North America,WME,
Kash Doll,,,Worldwide,ICM Partners,
Kash Doll,,,Worldwide,ICM Partners,
Kashmir - Led Zeppelin Trib.,546,"$17,854",North America,Brad Simon Organization,
Kasim Sulton,204,"$8,238",United States,Panzyler Entertainment Grp.,
Kaskade,"13,497","$1,095,915",Worldwide ex. UK/Europe,United Talent Agency - Beverly Hills,
Kaskade,"13,497","$1,095,915",Worldwide ex. UK/Europe,UTA,
KASSA OVERALL,,,,Outer/Most,
Kassi Ashton,,,North America,WME,
Kat Edmonson,281,"$8,313",North America,Epstein & Company,
Kat Graham,,,North America,WME,
Kat Perkins,145,"$5,295",North America,Hello! Booking,
Kat Radley,,,Worldwide,Gersh,
Kat Von D,,,Worldwide ex. North America,ICM Partners,
Kat Wright,266,"$5,094","North America, North America",Crossover Touring,
Katabasis,,,United States,Dynamic Talent International,
Katastro,106,"$1,554",Worldwide ex. UK/Europe,APA,
Katatonia,615,"$19,008",Worldwide,UTA,
Kate Baldwin,,,Worldwide,Gersh,
Kate Berlant,250,"$5,342",Worldwide,UTA - Comedy,
Kate Bollinger,,,North America,High Road Touring,
Kate Davis,,,North America,Paradigm - NYC,
Kate Lee & Forrest O'Connor,,,Worldwide,Cumberland Music Collective,
Kate Mckinnon,,,North America,WME,
Kate Nash,401,"$9,480",Worldwide,Creative Artists Agency (Music),Los Angeles
Kate Quigley,,,Worldwide,Gersh,
Kate Simko & London Electronic Orchestra,,,Worldwide ex. North America,UTA,
Kate Tempest,"1,145","$31,838","South America, North America",Creative Artists Agency (Music),Los Angeles
Kate Willett,14,$174,non-exclusive,WME,
Kate Willett,14,$174,non-exclusive,Inland Empire Touring,
Katelyn Tarver,,,North America,ICM Partners,
Katerine Duska,,,Worldwide,FATA Booking Agency,
Katey Sagal & The Forest Rangers,,,"Asia, Australia",WME,
Katey Sagal & The Forest Rangers,,,North America,United Talent Agency - Beverly Hills,
Katey Sagal & The Forest Rangers,,,North America,UTA,
Katharine McPhee,929,"$72,756","Asia, Australia",WME,
Katharine McPhee,929,"$72,756",North America,WME,
Katherine Jenkins,"1,727","$112,073",North America,United Talent Agency - Beverly Hills,
Katherine Jenkins,"1,727","$112,073",North America,UTA,
Katherine Jenkins,"1,727","$112,073",Worldwide,UTA,
Katherine Moennig,,,Worldwide,Gersh,
Kathleen,,,North America,Paradigm - Beverly Hills,
Kathleen ,,,,TBA Agency,
Kathleen Edwards,,,United States,WME,
Kathleen Edwards,,,Canada,APA,
Kathleen Hanna,,,"Asia, South America, North America, Australia",Ground Control Touring,
Kathleen Madigan,"1,039","$37,364",North America,UTA - Comedy,
Kathy Mattea,392,"$14,575",Worldwide,International Music Network,
Katie Finneran,,,Worldwide,Gersh,
Katie Herzig,163,"$2,657",North America,Madison House,
Katie Melua,"1,022","$50,475",Worldwide,UTA,
Katie Pruitt,,,North America,Paradigm - Nashville,
Katie Von Schleicher,,,North America,Ground Control Touring,
Katori Walker,,,Worldwide,WME,
Katreese Barnes,,,Worldwide,WME,
Katrina Chester,,,North America,Ashley Talent International,
Katy Kirby,,,North America,"The Progressive Global Agency, Inc",
Katy Perry,"15,605","$1,361,587",Worldwide,Creative Artists Agency (Music),Los Angeles
Katzenjammer,,,Worldwide ex. North America,Creative Artists Agency (Music),Los Angeles
Kavinsky,,,North America,United Talent Agency - Beverly Hills,
Kavinsky,,,North America,UTA,
Kawala,256,"$3,459",North America,ICM Partners,
Kawehi,,,North America,Madison House,
Kay Hanley,,,North America,Paradigm - NYC,
Kayla Nicole TV,,,North America,United Talent Agency - Beverly Hills,
Kayla Nicole TV,,,North America,UTA,
Kaytranada,,,North America,Paradigm - Beverly Hills,
Kayzo,"2,447","$81,986",Worldwide ex. UK/Europe,United Talent Agency - Beverly Hills,
Kayzo,"2,447","$81,986",Worldwide ex. UK/Europe,UTA,
KAZU,,,North America,High Road Touring,
KB,,,North America,WME,
KC & The Sunshine Band,"1,434","$82,542",Worldwide ex. North America,Artist Group International,
KC & The Sunshine Band,"1,510","$90,335",,Creative Artists Agency (Music),Nashville
KC & The Sunshine Band,"1,510","$90,335",United States,Creative Artists Agency (Music),Los Angeles
KDA,,,Worldwide,Creative Artists Agency (Music),Los Angeles
Keali'i Reichel,"1,254","$73,986",North America,The Empire Agency,
Keane,"5,131","$254,804","Australia, Asia",WME,
Keane,"5,131","$254,804",Europe,WME,
Keane,"5,131","$254,804","North America, South America",Pinnacle Entertainment,
Keaton Henson,,,North America,Paradigm - NYC,
Keb' Mo',703,"$41,750",North America,ICM Partners,
Keedron Bryant,,,Worldwide,ICM Partners,
Keelan Donovan,,,,Creative Artists Agency (Music),Nashville
Keelan Donovan,,,North America,Creative Artists Agency (Music),Los Angeles
Keelhaul,,,"South America, North America, Australia, Central America",Tone Deaf Touring,
Keep It,,,Worldwide,WME,
Keep Of Kalessin,,,North America,First Row Talent,
Keepaway,,,North America,WME,
Kehlani,"1,283","$67,358",Worldwide ex. North America,ICM Partners,
Kehlani,"3,400","$131,976",North America,Creative Artists Agency (Music),Los Angeles
Keifer Thompson,,,Worldwide,WME,
Keite Young,,,Worldwide,Red Entertainment Agency,
Keith Ape,,,Worldwide,WME,
Keith Barry,910,"$30,330",North America,Gersh,
Keith Harkin,56,"$1,933",Worldwide ex. UK/Europe,Dynamic Artists Management LLC,
Keith Sweat,"3,699","$238,734",non-exclusive,United Talent Agency - Beverly Hills,
Keith Sweat,"3,699","$238,734",non-exclusive,UTA,
Keith Sweat,"3,699","$238,734",non-exclusive,APA,
Keith Sweat,"3,918","$253,590",non-exclusive,Pyramid Entertainment Group,
Keith Sweat,"3,918","$253,590",non-exclusive,Universal Attractions Agency,
Keith Sweat,"3,918","$253,590",non-exclusive,Red Entertainment Agency,
Keith Urban,"10,617","$763,642",,Creative Artists Agency (Music),Nashville
Keith Urban,"10,617","$763,642",Worldwide,Creative Artists Agency (Music),Los Angeles
"Keith, Johnny And Ralph",,,non-exclusive,Universal Attractions Agency,
Keke Palmer,,,Worldwide,United Talent Agency - Beverly Hills,
Keke Palmer,,,Worldwide,UTA,
Kele Okereke,,,"South America, North America",Creative Artists Agency (Music),Los Angeles
Kelela,898,"$30,072",North America,Paradigm - Berkley,
Kelis,,,North America,United Talent Agency - Beverly Hills,
Kelis,,,North America,UTA,
Kelleigh Bannen,,,Worldwide,WME,
Kellen Erskine,,,Worldwide,ICM Partners,
Kelli Berglund,,,North America,United Talent Agency - Beverly Hills,
Kelli Berglund,,,North America,UTA,
Kelli O'Hara,720,"$42,653",Worldwide,Gersh,
KELLI SCHAEFER,,,,Duck Club Touring,
Kellie Pickler,799,"$44,933",,Creative Artists Agency (Music),Nashville
Kellie Pickler,799,"$44,933",Worldwide,Creative Artists Agency (Music),Los Angeles
Kelly Bado,,,North America,Fleming Artists,
Kelly Clarkson,"10,309","$648,773",Worldwide,Creative Artists Agency (Music),Los Angeles
Kelly Hogan,,,"United States, Canada, Mexico",Arrival Artists,
Kelly Lee Owens,93,"$1,395",North America,Paradigm - Beverly Hills,
Kelly Moran,215,"$2,415","South America, Central America, North America",Surefire Agency,
Kelly Price,,,non-exclusive,Universal Attractions Agency,
Kelly Rowland,,,Worldwide,ICM Partners,
Kellylee Evans,,,Worldwide,International Music Network,
Kelsea Ballerini,"2,592","$90,942",,Creative Artists Agency (Music),Nashville
Kelsea Ballerini,"2,592","$90,942",Worldwide,Creative Artists Agency (Music),Los Angeles
Kelsey Lu,355,"$9,935",North America,WME,
Kelsey Waldon,30,$317,North America,Paradigm - Nashville,
Kelsey Waters,,,North America,WME,
Kem,"3,556","$287,778",Worldwide,Creative Artists Agency (Music),Los Angeles
Kemba,,,North America,United Talent Agency - Beverly Hills,
Kemba,,,North America,UTA,
Kemble The Band,,,Worldwide,33 & West,
Ken Jeong,"2,786","$158,510",North America,Creative Artists Agency (Comedy),Los Angeles
Ken Jeong,"2,786","$158,510",North America,Creative Artists Agency (Music),Los Angeles
Ken Mode,,,,HEAVY TALENT,
Kenan Thompson,,,Worldwide,UTA - Comedy,
Kendall Street Company,493,"$6,238",North America,Atlas Touring,
Kendell Marvel,219,"$2,272",North America,WME,
Kendrick Lamar,"17,836","$1,543,348","Australia, Asia",WME,
Kendrick Lamar,"17,836","$1,543,348",North America,WME,
Kendrick Scott Oracle,71,"$1,939",North America,ArcArtists,
KENNDOG,,,Worldwide,APA,
"Kenny ""Babyface"" Edmonds","2,037","$164,225",Worldwide ex. North America,ICM Partners,
Kenny Beats,,,North America,Paradigm - NYC,
Kenny Chesney,"25,569","$2,264,855",North America,Paradigm - Nashville,
Kenny G,"1,253","$74,457",North America,WME,
Kenny G,"1,266","$75,294",Worldwide ex. North America,Artist Group International,
Kenny Lattimore,568,"$21,315",North America,APA,
Kenny Loggins,"1,431","$85,191",Europe,WME,
Kenny Loggins,"1,431","$85,191",North America,Paradigm - Beverly Hills,
Kenny Mason,,,Worldwide,United Talent Agency - Beverly Hills,
Kenny Mason,,,Worldwide,UTA,
Kenny Neal,,,Worldwide,Intrepid Artists Inc.,
Kenny Sebastian,,,Europe,WME,
Kenny Sebastian,,,"New Zealand, Australia",WME,
Kenny Sebastian,,,North America,WME,
Kenny Wayne Shepherd,"1,216","$71,618",North America,Paradigm - Beverly Hills,
Kenny Wayne Shepherd,"1,216","$71,618",North America,ICM Partners,
Kenny White,744,"$45,788",North America,Fleming Artists,
KennyHoopla,,,North America,Paradigm - NYC,
Kensington,"28,170","$1,904,895",North America,APA,
Kenton Bryant,,,North America,WME,
Kentucky HeadHunters,599,"$21,444",Worldwide,United Talent Agency - Beverly Hills,
Kentucky HeadHunters,599,"$21,444",Worldwide,UTA,
Kepi Ghoulie,,,North America,Crawlspace Booking,
Kerala Dust,,,North America,Liaison Artists,
Kerala Dust,,,North America,Liaison Artists,
Keri Hilson,,,Worldwide,ICM Partners,
Kero Kero Bonito,659,"$12,540",North America,Ground Control Touring,
Kerri Chandler,,,Worldwide ex. North America,UTA,
Kesha,"9,426","$356,863",Worldwide,Creative Artists Agency (Music),Los Angeles
Ketch Secor,,,Worldwide,WME,
Kettama,,,"North America, South America",Liaison Artists,
Keuning,158,"$3,087",Worldwide,WME,
Kevin Abstract,,,Worldwide,WME,
Kevin Burt,,,North America,Concerted Efforts,
Kevin Christy,,,North America,Gersh,
Kevin Costner & Modern West,,,North America,United Talent Agency - Beverly Hills,
Kevin Costner & Modern West,,,North America,UTA,
Kevin Devine,,,Worldwide ex. UK/Europe,APA,
Kevin Drew,,,United States,High Road Touring,
Kevin Eubanks,,,Worldwide,APA,
Kevin Fowler,789,"$24,385",,Creative Artists Agency (Music),Nashville
Kevin Fowler,789,"$24,385",Worldwide,Creative Artists Agency (Music),Los Angeles
Kevin Galloway Band,,,North America,Nine Mile Touring,
Kevin Garrett,298,"$6,814",Worldwide,UTA,
Kevin Gates,"2,786","$117,848",Worldwide,United Talent Agency - Beverly Hills,
Kevin Gates,"2,786","$117,848",Worldwide,UTA,
Kevin George,,,Worldwide,United Talent Agency - Beverly Hills,
Kevin George,,,Worldwide,UTA,
Kevin Gordon,113,"$1,765",North America,Mongrel Music,
Kevin Hart,"11,937","$887,446",North America,WME,
Kevin Hearn,,,North America,Paradigm - NYC,
Kevin James,"1,653","$111,636",Europe,WME,
Kevin James,"1,653","$111,636",North America,WME,
Kevin Knapp,,,"South America, North America",United Talent Agency - Beverly Hills,
Kevin Knapp,,,"South America, North America",UTA,
Kevin Krauter,129,"$1,406",Worldwide ex. UK/Europe,Ground Control Touring,
Kevin Morby,514,"$10,213",North America,WME,
Kevin Nealon,524,"$23,694",Worldwide,Gersh,
Kevin Olusola,,,Worldwide,Creative Artists Agency (Music),Los Angeles
Kevin Pollak,,,Worldwide,Gersh,
Kevin Saunderson,236,"$6,145",South America,Liaison Artists,
Kevin Seconds,,,North America,DO IT BOOKING,
Kevin Smith (Comedy),855,"$34,042","Asia, Australia",WME,
Kevin Smith (Comedy),855,"$34,042",Europe,WME,
Kevin Smith (Comedy),855,"$34,042",North America,WME,
Kevon Edmonds,,,non-exclusive,Universal Attractions Agency,
Key & Peele,,,Worldwide,UTA - Comedy,
Key Glock,656,"$24,245",Worldwide,APA,
Key!,244,"$5,215",Worldwide,APA,
Keyon Harrold,159,"$3,225",North America,M M Music Agency,
Keys N Krates,546,"$11,835","Canada, United States",Paradigm - NYC,
Keys N Krates,546,"$11,835",North America,Paradigm - Toronto,
Keyshia Cole,"1,835","$74,348",Worldwide,United Talent Agency - Beverly Hills,
Keyshia Cole,"1,835","$74,348",Worldwide,UTA,
Keznamdi,129,"$1,550",North America,Mint Talent Group,
Khai Dreams,,,North America,Paradigm - NYC,
Khai Dreams,,,North America,Paradigm - Beverly Hills,
Khalid,"11,431","$714,677",Worldwide ex. North America,ICM Partners,
Khalid,"11,431","$714,677",North America,CLG - Cara Lewis Group,
Khea,,,Worldwide,WME,
Khemmis,190,"$2,803",Worldwide ex. North America,UTA,
Khemmis,190,"$2,803",North America,Sound Talent Group,
Khruangbin,"1,651","$46,899","Africa, South America, New Zealand, Middle East, Australia, Canada, Mexico, Asia, United States",Arrival Artists,
KHUN NARIN (ELECTRIC PHIN BAND),,,,Space Agency Booking,
Khushi,,,Worldwide,WME,
Ki:Theory,,,North America,Paradigm - NYC,
Kiah Victoria,,,Worldwide ex. North America,Creative Artists Agency (Music),Los Angeles
KIAN,600,"$9,491",North America,Paradigm - Beverly Hills,
KIAN,600,"$9,491",North America,Paradigm - Toronto,
Kian & JC,,,Worldwide,Creative Artists Agency (Comedy),Los Angeles
Kian & JC,,,Worldwide,Creative Artists Agency (Music),Los Angeles
Kiana Ledé,"1,032","$25,274",Worldwide,ICM Partners,
KIASMOS,,,,Outer/Most,
KICK - The INXS Experience,424,"$5,970",Worldwide,Panzyler Entertainment Grp.,
Kid Bloom,,,North America,United Talent Agency - Beverly Hills,
Kid Bloom,,,North America,UTA,
Kid Brother,,,North America,United Talent Agency - Beverly Hills,
Kid Brother,,,North America,UTA,
Kid Capri,,,Worldwide,Universal Attractions Agency,
Kid Congo Powers,,,North America,Leafy Green Booking,
Kid Cudi,,,"Asia, Australia",WME,
Kid Cudi,,,North America,WME,
Kid Cudi,,,United Kingdom,WME,
Kid Dynamite,,,North America,DO IT BOOKING,
Kid Francescoli,,,Worldwide ex. North America,UTA,
Kid Ink,,,Worldwide,ICM Partners,
Kid N Play,,,non-exclusive,Pyramid Entertainment Group,
Kid N Play,,,non-exclusive,Universal Attractions Agency,
Kid Quill,178,"$2,449",North America,Paradigm - NYC,
Kid Rock,"12,795","$909,652",Worldwide,Creative Artists Agency (Music),Los Angeles
Kid Trunks,264,"$6,309",Worldwide,APA,
Kidnap,,,North America,Paradigm - Beverly Hills,
Kids In The Hall,,,Worldwide,UTA - Comedy,
Kidswaste,,,North America,WME,
Kidz Bop Live,"4,341","$131,588",North America,Artist Group International,
Kiefer,,,North America,ICM Partners,
Kiefer Sutherland,462,"$16,537",North America,APA,
Kieran Leonard,,,"Australia, Asia",WME,
Kieran Leonard,,,Europe,WME,
Kieran Leonard,,,North America,WME,
Kierra Luv,,,Worldwide,United Talent Agency - Beverly Hills,
Kierra Luv,,,Worldwide,UTA,
Kiesza,,,"Asia, Australia",WME,
Kiesza,,,North America,WME,
Kikagaku Moyo,546,"$10,377",North America,Ground Control Touring,
KIKI PAU,,,,Space Agency Booking,
Kilder,,,,TBA Agency,
Kill The Noise,"1,000","$21,941","Australia, South America, North America",Paradigm - Beverly Hills,
Killboy,,,Worldwide ex. UK/Europe,United Talent Agency - Beverly Hills,
Killboy,,,Worldwide ex. UK/Europe,UTA,
Killer Be Killed,,,"North America, South America",Pinnacle Entertainment,
Killer Mike,,,Worldwide ex. North America,WME,
Killer Mike,,,"Australia, North America",Paradigm - Berkley,
Killing Joke,"1,018","$37,952",Worldwide ex. North America,UTA,
Killing Joke,"1,018","$37,952","South America, North America",Rocky Road Touring,
Killing Time,,,North America,Artist Group International,
Kills Birds,233,"$2,330",North America,Paradigm - NYC,
Kills Birds,233,"$2,330",North America,Paradigm - Beverly Hills,
Killstation,,,Worldwide,ICM Partners,
Killswitch Engage,"1,351","$45,554",Worldwide ex. North America,UTA,
Killswitch Engage,"1,429","$48,633",North America,Sound Talent Group,
Kilmore,,,Worldwide,WME,
Kilo Kish,326,"$8,797",North America,WME,
Kim Ann Foxman,,,North America,Liaison Artists,
Kim Burrell,,,non-exclusive,Universal Attractions Agency,
Kim Churchill,202,"$4,232",United States,APA,
Kim Gordon,,,North America,Ground Control Touring,
Kim Lenz,,,North America,Hello! Booking,
Kim Petras,"1,505","$47,499",Worldwide,WME,
Kim Russo,,,Worldwide,United Talent Agency - Beverly Hills,
Kim Russo,,,Worldwide,UTA,
Kim Taylor,,,North America,Paradigm - NYC,
Kim Viera,,,Worldwide,United Talent Agency - Beverly Hills,
Kim Viera,,,Worldwide,UTA,
Kimberley Dahme,,,North America,Panzyler Entertainment Grp.,
Kimbra,596,"$16,183","Australia, Australia",WME,
Kimbra,596,"$16,183","South America, Canada, Mexico, United States",Arrival Artists,
Kina Grannis,316,"$7,349",North America,Creative Artists Agency (Music),Los Angeles
Kind,,,,HEAVY TALENT,
Kindness,163,"$3,005",North America,Ground Control Touring,
Kindo,101,"$1,504",Worldwide,FATA Booking Agency,
Kindred The Family Soul,524,"$29,674",non-exclusive,Universal Attractions Agency,
King Arthur,,,North America,United Talent Agency - Beverly Hills,
King Arthur,,,North America,UTA,
King Buffalo,120,"$1,289",North America,High Road Touring,
King Buzzo,,,North America,WME,
King Calaway,,,North America,United Talent Agency - Beverly Hills,
King Calaway,,,North America,UTA,
King Calaway,,,Worldwide ex. North America,UTA,
King Creature,,,Worldwide ex. North America,UTA,
King Crimson,"4,635","$339,702",Worldwide,UTA,
King Crimson,"4,635","$339,702",United States,APA,
King Diamond,"1,671","$69,518",Worldwide,Artist Group International,
King Dude,189,"$3,117",North America,Artist Group International,
King Gizzard And The Lizard Wizard,"2,178","$62,006",North America,Panache Booking,
King Henry,,,North America,Paradigm - Beverly Hills,
King Khan & The Shrines,164,"$2,766","South America, North America",ICM Partners,
